TARGET,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum $,TLMaxSum $,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0,3,3,0,3,1,6,123,5,0,3,6,8,11947,28435,22,FALSE,0,2,4,42,59,0,0,0,36,2,0,75
0,1,1,0,3,0,3,246,10,0,1,4,6,7669,9584,10,TRUE,1,4,6,80,31,3,3,5,46,4,4,67
0,2,0,1,3,0,2,171,2,1,2,5,6,27832,32578,8,TRUE,0,3,3,85,70,0,0,2,60,0,0,83
0,0,0,0,12,0,11,28,18,0,0,3,4,2846,3851,4,FALSE,0,1,2,74,50,2,0,1,100,0,1,75
0,0,0,0,6,2,4,166,5,0,1,2,7,18640,31722,9,TRUE,0,3,4,59,60,2,0,2,70,0,1,29
0,1,1,0,0,3.108108,0,212,6,0,3,4,15,10308,47354,26,FALSE,0,2,3,22,55,0,0,1,52,0,0,27
0,0,0,0,1,1,1,103,7,0,1,3,7,5783,25337,11,FALSE,0,1,1,23,54,0,0,1,54,0,0,43
0,0,0,0,0,3.108108,0,212,43,0,0,0,4,9295,12920,9,FALSE,0,2,3,72,56,0,0,0,44,0,0,0
0,1,0,1,0,18,0,171,16,0,0,4,21,39328,50897,27,FALSE,0,12,14,77,87,0,0,0,70,0,0,19
0,0,0,0,0,3.108108,0,21,11,0,1,2,2,0,19,2,FALSE,0,3.121682,4.077904,0,100,0,0,0,100,0,0,100
0,0,0,0,5,4,3,209,4,0,3,7,12,45562,55424,20,TRUE,0,10,10,82,41,3,0,1,55,0,1,58
0,2,2,0,0,8,1,159,16,0,0,1,4,5376,5500,10,FALSE,0,2,2,98,29,3,0,1,29,1,0,25
0,0,0,0,0,3.108108,0,255,7,0,2,3,9,13559,68473,13,FALSE,0,1,2,20,73,0,0,0,60,0,0,33
0,1,0,1,8,3,14,205,14,0,0,1,2,16018,20595,3,TRUE,1,1,1,78,25,0,1,5,25,1,1,50
0,0,0,0,5,0,8,23,3,1,3,5,3,2874,4288,4,FALSE,0,2,2,67,60,0,0,0,60,0,0,167
0,0,0,0,4,0,1,151,7,0,4,7,13,19583,79309,26,FALSE,0,1,2,25,68,0,0,0,46,0,0,54
0,1,1,0,1,1,1,101,15,0,0,5,8,25573,34613,18,FALSE,0,4,5,74,63,0,0,1,42,1,0,63
0,0,0,0,5,3,11,134,3,1,2,10,10,29630,34512,23,FALSE,0,4,5,86,50,3,0,0,36,0,0,100
0,2,1,1,25,1,33,149,2,1,12,19,25,166443,177497,20,FALSE,0,20,22,94,23,3,1,5,64,2,3,76
0,0,0,0,2,1,2,115,7,0,1,1,3,19829,20234,3,TRUE,0,1,1,98,20,0,1,3,60,1,1,33
0,0,0,0,10,0,7,242,2,1,1,3,8,51440,61185,12,TRUE,2,5,6,84,40,0,2,6,40,2,2,38
0,0,0,0,0,10,1,126,2,2,4,11,24,34564,140696,34,TRUE,1,4,4,25,71,0,1,1,63,1,1,46
0,10,10,0,3,1,0,261,9,0,1,1,3,2026,2000,9,FALSE,0,1,1,101,20,1,0,2,30,2,0,33
0,0,0,0,2,1,5,238,6,0,3,11,8,15304,22963,15,FALSE,0,3,5,67,56,2,1,3,44,1,2,138
0,0,0,0,0,3.108108,0,246,3,1,2,2,6,15538,26572,12,FALSE,0,2,2,58,58,0,0,0,50,0,0,33
0,0,0,0,2,0,2,252,9,0,1,5,8,1955,8680,16,FALSE,0,0,1,23,53,3,0,1,47,0,1,63
0,0,0,0,1,2,2,187,7,0,1,5,9,2089,21130,13,FALSE,0,0,0,10,73,0,0,0,60,0,0,56
0,0,0,0,1,0,1,17,7,0,1,2,2,8719,10426,2,FALSE,0,2,2,84,100,0,0,0,100,0,0,100
0,1,1,0,13,0,19,215,1,1,3,9,11,19159,20277,24,FALSE,0,8,9,94,56,0,0,7,44,0,0,82
0,10,1,0,8,1,10,208,2,1,3,4,9,27229,30945,15,TRUE,2,3,3,88,41,1,3,8,41,7,3,44
0,0,0,0,1,4,2,57,9,0,2,5,8,12373,15596,11,FALSE,0,5,6,79,77,0,0,0,62,0,0,63
0,0,0,0,0,12,0,164,12,0,1,5,9,11437,38194,22,FALSE,0,1,2,30,46,0,0,0,38,0,0,56
0,1,1,0,0,16,0,82,14,0,0,3,3,4373,7832,9,TRUE,1,0,1,56,50,0,1,3,25,1,1,100
0,0,0,0,3,2,0,124,13,0,0,4,7,977,11280,18,FALSE,0,0,0,9,55,0,0,0,32,0,0,57
0,1,1,0,5,0,6,357,3,1,5,11,24,39831,99772,35,TRUE,1,3,3,40,60,0,1,1,57,2,1,46
0,0,0,0,1,4,4,13,8,0,1,2,1,20151.1,31205.9,2,FALSE,0,3.121682,4.077904,64.82224,100,0,0,0,50,0,0,200
0,21,15,0,11,1,5,73,23,0,0,1,1,2180,2180,3,TRUE,4,1,1,100,0,0,4,5,14,13,4,100
0,0,0,0,1,1,0,54,8,0,2,5,10,11569,17762,15,FALSE,0,1,3,65,80,0,0,0,67,0,0,50
0,0,0,0,0,18,0,121,5,0,2,4,13,21259,27157,17,FALSE,0,6,8,78,75,0,0,0,65,0,0,31
0,0,0,0,1,4,0,300,7,0,1,2,7,9004,10651,13,TRUE,1,3,4,85,44,0,1,6,39,1,1,29
0,0,0,0,0,3.108108,0,223,26,0,0,0,3,0,125,7,FALSE,0,3.121682,4.077904,0,38,0,0,0,38,0,0,0
0,0,0,0,5,2,17,201,8,0,5,9,11,17232,32985,29,FALSE,0,1,3,52,63,0,0,4,37,0,0,82
0,1,0,0,1,2,1,239,5,0,1,1,4,16830,17634,14,TRUE,1,1,1,95,44,0,2,7,22,2,2,25
0,0,0,0,1,6,0,43,2,1,4,9,9,19285,24956,11,FALSE,0,4,4,77,92,0,0,0,75,0,0,100
0,0,0,0,1,1,0,189,44,0,0,0,9,38761,47055,15,TRUE,0,4,4,82,33,2,2,8,50,2,3,0
0,4,3,0,8,1,9,88,14,0,0,2,2,5930,8925,2,TRUE,0,0,2,66,40,0,0,2,40,0,0,100
0,0,0,0,0,7,2,143,7,0,3,7,11,53850,64283,11,TRUE,1,7,9,84,62,3,1,1,85,1,1,64
0,4,1,1,2,0,7,217,8,0,1,1,16,16119,21862,17,TRUE,2,8,9,74,36,3,3,15,57,4,6,6
0,1,1,0,5,2,8,21,3,1,2,3,2,3010,3918,2,TRUE,1,2,2,77,50,0,1,1,50,2,1,150
0,0,0,0,4,1,3,181,65,0,0,0,2,6964,6300,1,TRUE,1,1,1,111,33,0,1,2,67,1,1,0
0,3,3,0,3,1,6,96,3,1,1,4,3,5240,5186,15,FALSE,0,2,2,101,50,0,0,1,19,3,0,133
0,3,1,0,5,1,9,256,13,0,0,1,6,42125,42367,7,TRUE,4,2,2,99,42,0,4,5,50,5,4,17
0,0,0,0,0,3.108108,0,214,19,0,0,2,7,28271,50007,16,FALSE,0,1,2,57,43,0,0,0,33,0,0,29
0,0,0,0,1,3,1,233,13,0,0,3,16,37837,68639,30,FALSE,0,3,6,55,67,0,0,0,53,0,0,19
0,0,0,0,0,17,4,47,10,0,1,1,1,1977,2500,1,FALSE,0,1,1,79,33,0,0,0,33,0,0,100
0,1,0,1,6,1,6,279,3,1,1,1,2,824,2436,4,TRUE,0,0,0,34,8,0,0,7,17,0,0,50
0,0,0,0,3,4,15,235,5,0,4,9,5,10299,16192,25,FALSE,0,2,3,64,33,2,0,1,19,0,1,180
0,1,0,0,0,12,1,294,8,0,2,7,11,20963,33300,17,TRUE,0,4,7,63,58,0,0,2,58,0,0,64
0,0,0,0,0,24,1,133,16,0,0,2,3,7948,12224,6,TRUE,1,0,2,65,50,2,1,2,38,1,2,67
0,0,0,0,0,8,1,80,26,0,0,0,3,6025,12029,7,FALSE,0,0,1,50,43,0,0,1,43,0,0,0
0,2,1,0,7,1,9,204,5,0,2,6,8,12962,27678,17,TRUE,0,4,4,47,67,0,1,3,44,1,1,75
0,0,0,0,3,2,1,15,4,0,3,4,4,12410,13586,4,FALSE,0,1,1,91,75,0,0,0,100,0,0,100
0,0,0,0,2,6,2,128,6,0,6,10,16,29289,42729,29,FALSE,0,5,9,69,53,0,0,0,44,0,0,63
0,5,5,0,5,1,5,141,17,0,0,4,10,28543,39233,19,FALSE,0,6,8,73,75,0,0,2,50,5,0,40
0,1,0,0,5,2,3,270,4,0,1,1,8,36692,40180,16,TRUE,1,5,5,91,30,0,1,13,30,1,1,13
0,3,2,1,0,23,0,110,23,0,0,2,5,2385,3100,7,TRUE,0,1,2,77,45,0,0,3,45,0,0,40
0,0,0,0,4,1,4,262,7,0,1,9,12,14905,69963,28,FALSE,0,1,2,21,72,0,0,0,38,0,0,75
0,4,2,0,2,1,0,116,13,0,0,1,3,2019,2298,6,FALSE,0,1,2,88,43,1,0,3,43,2,0,33
0,1,0,1,8,0,6,35,21,0,0,1,1,20151.1,31205.9,2,FALSE,0,3.121682,4.077904,64.82224,67,0,0,0,33,0,0,100
0,0,0,0,0,3.108108,0,35,10,0,1,1,2,361,2856,2,FALSE,0,0,0,13,100,0,0,0,100,0,0,50
0,0,0,0,0,3.108108,0,129,2,1,1,1,2,0,500,3,FALSE,0,3.121682,4.077904,0,50,0,0,0,50,0,0,50
0,2,0,0,3,0,2,109,4,0,4,5,4,10519,13653,8,FALSE,0,2,3,77,67,0,0,1,44,0,0,125
0,2,1,1,10,1,5,99,2,1,2,4,6,33398,40902,16,TRUE,1,3,3,82,36,1,1,3,27,1,1,67
0,4,1,0,1,5,0,169,23,0,0,1,5,348,9424,7,TRUE,1,0,0,4,58,0,1,3,42,3,1,20
0,3,3,0,6,1,4,143,26,0,0,0,5,61135,66347,14,FALSE,0,4,4,92,36,2,0,1,36,2,1,0
0,0,0,0,1,0,1,183,7,0,1,1,12,2555,33767,16,FALSE,0,0,1,8,94,0,0,0,75,0,0,8
0,0,0,0,1,1,1,166,5,0,1,6,12,14113,28224,18,FALSE,0,1,4,50,65,0,0,1,52,0,0,50
0,0,0,0,1,6,0,275,3,1,1,5,13,1527,31983,21,FALSE,0,0,0,5,64,0,0,0,52,0,0,38
0,1,1,0,5,0,14,271,6,0,5,6,9,5312,12055,17,TRUE,2,3,4,44,46,0,2,6,38,2,2,67
0,0,0,0,0,7,11,55,10,0,2,4,7,10326,23130,9,FALSE,0,2,2,45,89,0,0,0,78,0,0,57
0,0,0,0,2,1,2,203,3,1,4,5,13,80360,113300,18,FALSE,0,5,6,71,71,0,0,0,62,0,0,38
0,1,1,0,3,1,8,43,1,2,7,12,18,40869,57554,17,FALSE,0,6,12,71,76,0,0,0,86,1,0,67
0,0,0,0,0,3.108108,0,15,15,0,0,1,1,20151.1,31205.9,1,FALSE,0,3.121682,4.077904,64.82224,100,0,0,0,100,0,0,100
0,0,0,0,8,0,5,179,3,2,4,5,14,13287,39986,22,FALSE,0,2,5,33,57,0,0,0,61,0,0,36
0,3,0,1,0,12,0,177,8,0,2,5,4,38853,44539,9,TRUE,2,3,3,87,44,0,2,9,22,2,2,125
0,3,2,1,18,1,40,119,2,1,9,17,8,10479,11349,15,TRUE,3,4,6,92,63,0,3,3,33,5,3,213
0,4,3,1,6,0,4,76,7,0,4,7,4,57591,60115,15,FALSE,0,4,4,96,60,0,0,0,27,1,0,175
0,0,0,0,1,0,1,299,1,1,2,6,12,41485,43676,18,FALSE,0,8,8,95,48,0,0,0,48,0,0,50
0,0,0,0,0,7,2,366,11,0,1,1,4,2332,3066,7,TRUE,4,1,3,76,45,0,4,4,36,4,4,25
0,0,0,0,0,8,0,244,4,0,2,5,13,56062,65155,14,FALSE,0,8,10,86,87,0,0,0,87,0,0,38
0,0,0,0,2,1,1,134,12,0,1,3,3,6453,7500,9,FALSE,0,2,2,86,73,0,0,0,27,0,0,100
0,0,0,0,3,0,4,151,3,1,3,4,12,28692,39700,16,FALSE,0,4,8,72,68,0,0,1,63,0,0,33
0,2,2,0,1,0,1,118,44,0,0,0,1,0,0,9,TRUE,0,0,0,0,0,0,0,3,8,0,0,0
0,1,0,1,0,7,4,296,8,0,1,1,8,16639,22705,10,TRUE,5,5,5,73,53,0,5,5,53,5,5,13
0,3,3,0,18,1,13,105,5,0,2,4,4,15894,23716,6,FALSE,0,2,3,67,67,0,0,0,67,1,0,100
0,0,0,0,3,0,2,66,9,0,2,4,6,12859,27888,14,FALSE,0,1,2,46,59,0,0,0,35,0,0,67
0,0,0,0,0,3.108108,0,415,20,0,0,1,12,24304,32452,23,FALSE,0,7,7,75,67,0,0,1,50,0,0,8
0,0,0,0,4,3,0,17,5,0,3,4,4,399,583,4,FALSE,0,1,3,68,80,0,0,0,80,0,0,100
0,3,0,0,0,8,1,370,5,0,2,2,3,233,509,6,FALSE,0,0,1,46,50,0,0,2,50,0,0,67
0,1,1,0,1,3,0,117,8,0,1,3,8,20237,38020,10,TRUE,0,2,4,53,67,0,0,2,67,1,0,38
0,0,0,0,0,3.108108,0,201,9,0,3,7,9,23890,30015,12,FALSE,0,7,8,80,83,0,0,5,75,0,0,78
0,2,2,0,5,1,19,120,2,1,3,5,3,13905,15766,8,TRUE,0,2,2,88,70,0,0,1,30,1,0,167
0,1,0,1,11,0,13,98,2,1,7,11,10,34274,40026,24,FALSE,0,3,4,86,63,0,0,0,37,0,0,110
0,0,0,0,0,16,0,321,10,0,1,2,13,26361,37143,17,TRUE,1,8,9,71,62,0,1,1,62,1,1,15
0,0,0,0,3,1,2,153,10,0,2,5,11,17686,61150,26,FALSE,0,4,5,29,63,3,0,0,41,0,0,45
0,5,3,1,4,2,4,351,7,0,1,4,5,26300,33877,14,FALSE,0,2,2,78,67,0,0,0,33,3,0,80
0,0,0,0,0,13,1,274,3,1,3,8,10,10809,49100,28,FALSE,0,1,2,22,50,0,0,0,33,0,0,80
0,0,0,0,3,0,3,79,8,0,1,6,9,17254,34612,15,FALSE,0,1,4,50,53,0,0,1,53,0,0,67
0,1,1,0,14,1,15,36,5,0,8,8,9,7156,19277,8,FALSE,0,4,4,37,80,0,0,0,90,0,0,89
0,0,0,0,1,3,0,228,3,1,2,5,7,11453,22451,18,FALSE,0,2,2,51,58,0,0,0,37,0,0,71
0,0,0,0,8,0,4,270,6,0,1,1,7,17788,30910,11,FALSE,0,4,4,58,82,0,0,0,64,0,0,14
0,0,0,0,1,4,6,63,6,0,3,11,16,26201,47492,22,FALSE,0,5,10,55,81,0,0,0,62,0,0,69
0,1,1,0,1,4,15,102,3,1,5,10,8,18711,20781,17,TRUE,2,6,6,90,27,3,4,9,31,4,6,125
0,3,3,0,5,1,6,84,14,0,0,4,6,12554,14486,14,FALSE,0,3,4,87,44,2,0,1,38,0,1,67
0,0,0,0,0,7,0,109,7,0,1,1,1,0,0,1,TRUE,0,0,0,0,33,0,0,2,33,0,0,100
0,0,0,0,5,0,3,125,13,0,0,3,14,31094,45136,29,FALSE,0,7,8,69,62,0,0,1,41,0,0,21
0,0,0,0,1,5,0,98,4,0,5,11,13,38444,55633,14,FALSE,0,6,7,69,93,0,0,0,87,0,0,85
0,1,1,0,1,1,1,366,16,0,0,2,8,11969,36226,10,FALSE,0,1,3,33,80,2,0,1,80,0,1,25
0,0,0,0,9,1,17,224,7,0,1,7,12,31179,37563,20,TRUE,1,6,8,83,48,3,1,4,48,1,2,58
0,2,1,0,13,1,9,111,4,0,2,7,14,41611,60631,17,FALSE,0,5,8,69,65,0,1,1,70,2,1,50
0,1,1,0,4,0,7,280,4,0,1,3,13,46382,58909,19,FALSE,0,7,7,79,57,0,0,0,57,1,0,23
0,0,0,0,3,0,2,243,13,0,0,2,13,21058,61020,24,FALSE,0,4,5,35,60,0,0,0,52,0,0,15
0,0,0,0,6,0,11,170,2,1,2,6,13,39749,73193,28,FALSE,0,7,8,54,52,0,0,2,39,0,0,46
0,0,0,0,6,2,8,164,3,1,4,6,6,14948,16823,13,TRUE,0,3,4,89,53,0,0,3,40,0,0,100
0,1,0,0,4,0,2,64,14,0,0,1,1,20151.1,31205.9,1,FALSE,0,3.121682,4.077904,64.82224,0,1,0,1,33,0,0,100
0,0,0,0,0,3.108108,0,219,9,0,3,3,8,24507,30760,10,TRUE,1,4,7,80,50,1,1,2,67,1,1,38
0,1,0,0,8,1,17,117,8,0,4,8,8,43223,52340,26,TRUE,1,3,4,83,60,0,1,4,27,1,1,100
0,3,0,1,0,3.108108,0,155,21,0,0,1,3,1551,4000,3,TRUE,3,0,1,39,38,0,3,6,38,3,3,33
0,1,0,0,0,22,0,249,21,0,0,1,9,11714,23032,13,TRUE,0,1,2,51,53,2,1,2,60,1,2,11
0,3,0,1,3,0,4,141,3,1,3,3,7,33950,44920,7,TRUE,3,2,2,76,33,0,3,7,47,3,3,43
0,0,0,0,1,2,0,138,18,0,0,1,1,20151.1,31205.9,2,FALSE,0,3.121682,4.077904,64.82224,100,0,0,1,50,0,0,100
0,0,0,0,3,2,1,146,3,1,3,5,14,15801,39837,22,FALSE,0,3,3,40,67,0,0,0,58,0,0,36
0,0,0,0,3,5,1,127,5,0,3,4,8,11079,33475,12,TRUE,1,1,1,33,54,0,1,1,62,1,1,50
0,0,0,0,1,5,1,131,14,0,0,3,6,8073,15754,12,TRUE,0,1,1,51,57,2,0,1,43,0,1,50
0,0,0,0,7,1,4,236,52,0,0,0,5,2191,5673,5,FALSE,0,2,2,39,100,0,0,0,100,0,0,0
0,0,0,0,1,3,0,57,9,0,1,1,3,3971,11000,5,FALSE,0,0,1,36,100,0,0,0,60,0,0,33
0,0,0,0,1,2,1,237,2,2,3,4,9,53888,72683,18,FALSE,0,4,5,74,40,0,0,0,45,0,0,44
0,17,2,0,1,3,1,247,5,0,1,3,7,18569,22771,12,FALSE,0,1,3,82,50,0,0,1,44,4,0,43
0,0,0,0,1,1,1,151,47,0,0,0,8,5354,12276,16,TRUE,1,2,2,44,59,0,1,4,47,1,1,0
0,1,1,0,0,8,5,190,7,0,3,6,11,9326,21016,23,FALSE,0,3,3,44,65,3,0,0,48,1,0,55
0,3,0,1,1,5,2,118,5,0,2,4,3,12354,16413,4,TRUE,1,2,2,75,50,0,1,2,50,1,1,133
0,0,0,0,0,3.108108,0,348,9,0,1,2,8,15662,19234,18,FALSE,0,4,6,81,42,3,0,2,42,0,1,25
0,0,0,0,2,4,1,45,5,0,4,6,7,5488,7787,11,FALSE,0,2,3,70,91,0,0,0,64,0,0,86
0,0,0,0,0,7,0,199,6,0,1,3,6,20129,26842,18,FALSE,0,3,4,75,44,0,0,1,33,0,0,50
0,0,0,0,6,2,8,55,7,0,1,3,10,27284,42149,13,FALSE,0,3,7,65,75,0,0,0,63,0,0,30
0,4,4,0,0,10,1,168,2,1,2,5,6,6666,10750,12,FALSE,0,2,2,62,75,0,0,0,50,1,0,83
0,1,1,0,7,0,16,213,3,1,9,13,12,22793,24646,25,TRUE,0,8,11,92,39,0,0,3,33,1,0,108
0,0,0,0,10,0,9,170,6,0,3,4,9,45102,63191,12,TRUE,1,4,5,71,53,0,1,2,53,1,1,44
0,0,0,0,6,4,6,241,4,0,1,4,9,9944,19981,23,FALSE,0,1,2,50,64,0,0,0,36,0,0,44
0,0,0,0,0,9,1,137,9,0,2,4,8,26078,33716,13,TRUE,0,4,4,77,50,2,0,1,57,0,1,50
0,1,0,0,8,1,4,39,2,1,1,5,13,40107,59387,15,FALSE,0,6,9,68,88,0,1,1,81,2,1,38
0,3,2,1,1,3,0,166,11,0,1,1,2,2474,3966,3,TRUE,1,0,1,62,60,0,1,2,40,1,1,50
0,0,0,0,4,1,12,135,9,0,3,6,6,9943,18826,18,FALSE,0,1,2,53,63,0,0,0,32,0,0,100
0,0,0,0,2,1,1,291,6,0,2,4,9,32984,50933,19,FALSE,0,2,4,65,79,0,0,0,47,0,0,44
0,1,1,0,4,1,2,131,15,0,0,4,9,48802,55318,13,FALSE,0,6,6,88,69,0,0,0,69,1,0,44
0,1,0,1,2,2,3,99,3,1,4,7,5,370,647,6,FALSE,0,0,2,57,63,0,0,0,63,0,0,140
0,1,0,1,5,1,3,111,4,0,3,3,5,22005,33285,6,FALSE,0,1,1,66,100,0,0,0,83,0,0,60
0,0,0,0,5,0,3,289,6,0,4,7,14,34904,100724,22,FALSE,0,3,7,35,95,0,0,0,64,0,0,50
0,1,0,0,3,3,3,117,8,0,1,2,2,995,1017,3,FALSE,0,2,2,98,50,0,0,0,50,0,0,100
0,0,0,0,2,0,1,153,25,0,0,0,9,32985,43468,16,FALSE,0,3,4,76,50,2,0,1,50,0,1,0
0,0,0,0,10,0,6,376,1,1,6,9,22,16629,91255,34,FALSE,0,3,3,18,62,0,0,0,56,0,0,41
0,0,0,0,5,1,8,296,24,0,0,1,23,105295,138502,29,FALSE,0,8,9,76,72,1,0,1,64,0,0,4
0,1,1,0,4,1,5,128,29,0,0,0,4,6628,7895,12,FALSE,0,2,2,84,8,2,2,4,33,2,3,0
0,0,0,0,1,4,1,69,2,1,6,13,16,47825,63169,28,FALSE,0,5,6,76,83,0,0,0,55,0,0,81
0,0,0,0,2,3,2,284,3,1,1,6,27,86256,140264,40,FALSE,0,5,9,62,69,0,0,0,64,0,0,22
0,2,2,0,9,1,3,270,4,0,2,2,6,35369,36434,16,TRUE,2,2,2,97,30,1,3,21,22,3,3,33
0,0,0,0,1,2,1,160,14,0,0,3,13,51007,65328,18,FALSE,0,8,9,78,72,0,0,1,72,0,0,23
0,1,1,0,5,1,5,78,5,0,6,9,19,39984,68117,29,FALSE,0,6,8,59,93,0,0,1,66,0,0,47
0,0,0,0,1,1,0,212,7,0,1,1,12,33752,57317,21,FALSE,0,3,5,59,59,0,0,0,55,0,0,8
0,7,5,0,2,2,9,100,3,1,5,8,11,16698,26564,14,TRUE,1,6,7,63,50,1,1,1,61,5,1,73
0,0,0,0,1,6,2,178,3,1,2,4,16,18089,28180,30,FALSE,0,5,6,64,69,0,0,0,50,0,0,25
0,0,0,0,5,3,6,61,6,0,4,11,21,28298,87656,26,FALSE,0,3,4,32,89,0,0,0,78,0,0,52
0,0,0,0,1,1,1,314,20,0,0,2,12,37276,48475,19,FALSE,0,4,6,77,74,0,0,0,63,0,0,17
0,0,0,0,1,5,2,207,3,1,2,2,10,9702,32116,11,FALSE,0,1,2,30,85,0,0,1,77,0,0,20
0,0,0,0,8,1,4,208,2,3,9,15,9,39637,52930,19,FALSE,0,3,5,75,52,1,0,0,33,0,0,167
0,0,0,0,0,9,1,83,6,0,2,4,10,37199,77663,15,FALSE,0,2,2,48,76,0,0,0,59,0,0,40
0,1,0,1,1,2,0,152,10,0,2,2,1,0,0,2,TRUE,1,0,0,0,25,0,1,6,13,1,1,200
0,5,5,0,0,3.108108,0,265,15,0,0,1,3,16458,22475,3,FALSE,0,1,1,73,50,0,1,1,75,6,1,33
0,0,0,0,0,3.108108,0,224,3,2,5,6,9,26804,32276,16,TRUE,0,5,7,83,65,0,0,1,53,0,0,67
0,6,4,0,3,2,4,204,77,0,0,0,3,3309,3000,4,TRUE,2,2,2,110,14,0,2,3,43,3,2,0
0,0,0,0,0,12,4,115,2,2,5,10,17,34351,58860,29,FALSE,0,8,10,58,59,0,0,0,50,0,0,59
0,0,0,0,3,1,9,97,12,0,2,4,9,24256,32873,15,TRUE,1,2,6,74,39,3,2,4,50,2,3,44
0,1,0,1,6,0,5,251,3,1,3,5,8,39717,46647,12,TRUE,0,4,5,85,40,0,0,6,40,0,0,63
0,1,0,1,0,3.108108,0,209,20,0,0,1,8,5972,15015,17,TRUE,2,2,4,40,42,0,2,11,31,2,2,13
0,4,0,1,3,3,3,72,72,0,0,0,1,20151.1,31205.9,2,FALSE,0,3.121682,4.077904,64.82224,100,0,0,0,50,3,0,0
0,0,0,0,2,1,2,346,11,0,1,5,14,25213,52696,17,FALSE,0,5,7,48,71,1,1,1,82,1,1,36
0,0,0,0,4,1,0,85,1,1,4,8,19,25238,35208,21,FALSE,0,8,11,72,91,0,0,0,86,0,0,42
0,1,0,0,0,18,0,277,11,0,1,6,25,36936,69964,33,FALSE,0,8,13,53,88,0,0,1,74,0,0,24
0,0,0,0,2,3,5,239,8,0,1,1,7,45162,48786,21,TRUE,1,4,4,93,63,0,1,8,29,1,1,14
0,0,0,0,6,1,5,124,15,0,0,2,3,1022,1128,5,TRUE,0,2,2,91,38,0,0,2,38,0,0,67
0,4,4,0,3,2,2,136,6,0,1,1,5,6716,7566,8,TRUE,5,2,3,89,35,0,5,8,29,7,5,20
0,13,13,0,2,4,3,81,1,1,1,1,1,0,0,1,TRUE,0,3.121682,4.077904,0,0,0,1,3,33,11,1,100
0,0,0,0,4,1,4,177,2,1,4,10,11,29910,38612,24,TRUE,2,6,6,77,58,0,2,9,35,2,2,91
0,0,0,0,0,3.108108,0,83,2,1,3,5,6,9398,24425,10,TRUE,2,1,2,38,41,0,2,2,35,2,2,83
0,0,0,0,2,1,1,186,36,0,0,0,9,74370,113574,13,FALSE,0,3,4,65,23,3,1,3,69,1,2,0
0,0,0,0,7,1,15,157,4,0,4,7,11,38890,43334,32,FALSE,0,5,8,90,36,3,0,4,33,0,1,64
0,0,0,0,0,10,2,134,9,0,3,4,11,36741,40704,16,FALSE,0,8,9,90,100,0,0,0,69,0,0,36
0,0,0,0,1,6,2,77,11,0,1,1,2,5086,20034,3,FALSE,0,0,1,25,40,0,0,0,40,0,0,50
0,23,22,0,5,0,4,80,5,0,1,2,2,0,0,4,TRUE,1,3.121682,4.077904,0,38,0,1,3,25,4,1,100
0,1,0,0,2,0,1,70,2,2,4,6,3,24744,24942,13,FALSE,0,3,3,99,29,1,0,1,18,0,0,200
0,2,0,0,0,8,3,324,9,0,2,9,17,20773,53156,35,TRUE,1,5,6,39,38,3,1,2,46,1,1,53
0,0,0,0,0,11,0,284,39,0,0,0,10,16970,38284,15,TRUE,2,2,3,44,30,3,3,8,50,3,3,0
0,3,3,0,0,8,7,107,4,0,3,3,10,21401,27117,21,FALSE,0,6,7,79,68,0,0,1,45,2,0,30
0,1,1,0,1,4,1,121,14,0,0,1,10,36650,38157,13,TRUE,0,6,6,96,59,0,0,1,59,0,0,10
0,0,0,0,5,0,4,133,1,1,3,8,12,24323,41520,15,TRUE,0,4,4,59,50,3,0,3,50,0,2,67
0,1,1,0,4,0,4,76,4,0,1,7,12,16330,32801,15,FALSE,0,4,6,50,88,0,0,0,75,0,0,58
0,1,0,1,3,1,1,167,2,1,4,5,4,18317,18584,13,TRUE,0,3,3,99,22,0,0,9,17,0,0,125
0,1,1,0,6,0,4,124,10,0,2,8,12,2719,20108,35,TRUE,0,1,1,14,57,0,1,1,26,2,1,67
0,0,0,0,1,5,1,259,5,0,2,4,13,19923,26133,18,TRUE,0,7,7,76,53,3,0,2,68,0,1,31
0,0,0,0,1,6,3,40,5,0,3,6,7,26428,40589,10,FALSE,0,3,3,65,100,0,0,0,70,0,0,86
0,1,0,0,5,0,8,82,7,0,1,5,7,32571,50399,16,TRUE,1,4,5,65,56,0,1,1,39,1,1,71
0,1,0,1,9,1,18,244,2,1,6,11,11,26201,34396,19,TRUE,6,6,9,76,41,0,7,11,32,7,7,100
0,2,0,0,18,0,8,224,2,2,3,4,7,63117,68028,10,FALSE,0,6,7,93,58,1,0,0,58,0,0,57
0,2,2,0,8,0,7,14,2,1,1,3,2,6629,8307,2,FALSE,0,1,2,80,67,0,0,0,67,2,0,150
0,0,0,0,0,24,0,324,27,0,0,0,6,139,1583,15,FALSE,0,0,0,9,25,2,0,3,38,0,1,0
0,3,1,0,4,0,5,109,7,0,3,3,3,6754,7286,9,FALSE,0,2,2,93,27,1,0,0,27,1,0,100
